"promotion_id","promotion_name","promotion_type","start_datetime","end_datetime","asin","views","units","sales"
"7ff36d4c","Persian Area Rugs Distressed Area Rug, Modern, Stain Resistant Carpet, Indoor Oriental Rug",LIGHTNING_DEAL,2022-12-02 11:45:00.000 +0000,2022-12-02 23:45:00.000 +0000,B09VYGCQKW,0,0,0.0
"4d61fd69","Luxe Weavers Rug â Art Deco Living Room Carpet with Marble Swirl â Persian Area Rugs for Modern Home DÃ©cor, Soft Luxury Rug, Stain-Resistant, Medium Pile, Jute Backing",LIGHTNING_DEAL,2023-02-04 15:10:00.000 +0000,2023-02-05 03:10:00.000 +0000,B0921WHVKG,231,1,137.78
"73b108f4",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-01-09 08:00:00.000 +0000,2023-01-16 07:45:00.000 +0000,B0B1S1N68R,627,7,357.0
"73b108f4",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-01-09 08:00:00.000 +0000,2023-01-16 07:45:00.000 +0000,B09VCT6WGM,2547,110,11440.0
ad93c8d3,"Persian Area Rugs Distressed Area Rug, Modern, Stain Resistant Carpet, Indoor Oriental Rug",LIGHTNING_DEAL,2023-07-10 14:40:00.000 +0000,2023-07-11 02:40:00.000 +0000,B09VYJ15PR,0,0,0.0
"78e8c25d","LUXE WEAVERS Modern Area Rugs with Abstract Patterns 7681 â Medium Pile Area Rug, Passion / 6 x 9",BEST_DEAL,2023-01-16 08:00:00.000 +0000,2023-01-23 07:45:00.000 +0000,B0921VJTWF,446,5,382.5
"78e8c25d","LUXE WEAVERS Modern Area Rugs with Abstract Patterns 7681 â Medium Pile Area Rug, Passion / 6 x 9",BEST_DEAL,2023-01-16 08:00:00.000 +0000,2023-01-23 07:45:00.000 +0000,B087NXSHL1,4711,18,918.0
"78e8c25d","LUXE WEAVERS Modern Area Rugs with Abstract Patterns 7681 â Medium Pile Area Rug, Passion / 6 x 9",BEST_DEAL,2023-01-16 08:00:00.000 +0000,2023-01-23 07:45:00.000 +0000,B087NX649P,2881,21,1008.0
"55a631a9","Luxe Weavers Abstract Area Rug â Modern Design, Medium Pile",LIGHTNING_DEAL,2023-03-13 17:05:00.000 +0000,2023-03-14 05:05:00.000 +0000,B07YGZH1PP,0,0,0.0
"55a631a9","Luxe Weavers Abstract Area Rug â Modern Design, Medium Pile",LIGHTNING_DEAL,2023-03-13 17:05:00.000 +0000,2023-03-14 05:05:00.000 +0000,B0813WX6J3,206,1,72.0
"55a631a9","Luxe Weavers Abstract Area Rug â Modern Design, Medium Pile",LIGHTNING_DEAL,2023-03-13 17:05:00.000 +0000,2023-03-14 05:05:00.000 +0000,B075SHTM2S,368,3,216.0
"55a631a9","Luxe Weavers Abstract Area Rug â Modern Design, Medium Pile",LIGHTNING_DEAL,2023-03-13 17:05:00.000 +0000,2023-03-14 05:05:00.000 +0000,B07WHJ3XP5,703,1,71.0
"55a631a9","Luxe Weavers Abstract Area Rug â Modern Design, Medium Pile",LIGHTNING_DEAL,2023-03-13 17:05:00.000 +0000,2023-03-14 05:05:00.000 +0000,B07WGHLX52,638,9,1224.0
c489e736,Luxe Weavers Victoria 9085 Modern Abstract Area Rug,LIGHTNING_DEAL,2023-02-01 12:50:00.000 +0000,2023-02-02 00:50:00.000 +0000,B08KTP4KJL,103,1,144.5
"4f61ac8c",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-03-06 08:00:00.000 +0000,2023-03-13 07:45:00.000 +0000,B0B1SCTJJB,793,9,459.0
"365c126f",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-02-06 08:00:00.000 +0000,2023-02-13 07:45:00.000 +0000,B0B1SH63LY,1499,19,4360.5
"4b84148e",LUXE WEAVERS Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-04-10 07:00:00.000 +0000,2023-04-17 06:45:00.000 +0000,B0B1SH63LY,909,13,3092.8
"4b84148e",LUXE WEAVERS Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-04-10 07:00:00.000 +0000,2023-04-17 06:45:00.000 +0000,B0B1SFJZQW,1081,27,2808.0
"4b84148e",LUXE WEAVERS Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-04-10 07:00:00.000 +0000,2023-04-17 06:45:00.000 +0000,B0B1SFMRLS,740,12,288.0
"55a631a9","Luxe Weavers Abstract Area Rug â Modern Design, Medium Pile",LIGHTNING_DEAL,2023-03-13 17:05:00.000 +0000,2023-03-14 05:05:00.000 +0000,B075SKYCQ6,566,4,521.57
"55a631a9","Luxe Weavers Abstract Area Rug â Modern Design, Medium Pile",LIGHTNING_DEAL,2023-03-13 17:05:00.000 +0000,2023-03-14 05:05:00.000 +0000,B081LN2GVM,145,1,136.0
"78e8c25d","LUXE WEAVERS Modern Area Rugs with Abstract Patterns 7681 â Medium Pile Area Rug, Passion / 6 x 9",BEST_DEAL,2023-01-16 08:00:00.000 +0000,2023-01-23 07:45:00.000 +0000,B087NWM539,1314,20,4590.0
"78e8c25d","LUXE WEAVERS Modern Area Rugs with Abstract Patterns 7681 â Medium Pile Area Rug, Passion / 6 x 9",BEST_DEAL,2023-01-16 08:00:00.000 +0000,2023-01-23 07:45:00.000 +0000,B0921PWJ1W,531,1,144.5
c489e736,Luxe Weavers Victoria 9085 Modern Abstract Area Rug,LIGHTNING_DEAL,2023-02-01 12:50:00.000 +0000,2023-02-02 00:50:00.000 +0000,B087ZYFF3G,32,0,0.0
c489e736,Luxe Weavers Victoria 9085 Modern Abstract Area Rug,LIGHTNING_DEAL,2023-02-01 12:50:00.000 +0000,2023-02-02 00:50:00.000 +0000,B08B38G29F,50,4,128.0
c489e736,Luxe Weavers Victoria 9085 Modern Abstract Area Rug,LIGHTNING_DEAL,2023-02-01 12:50:00.000 +0000,2023-02-02 00:50:00.000 +0000,B09CGDZTFV,6,0,0.0
"365c126f",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-02-06 08:00:00.000 +0000,2023-02-13 07:45:00.000 +0000,B0B1SD12R6,3960,30,4335.0
c79ca536,"Persian Area Rugs Distressed Area Rug, Modern, Stain Resistant Carpet, Indoor Oriental Rug",LIGHTNING_DEAL,2023-05-06 13:00:00.000 +0000,2023-05-07 01:00:00.000 +0000,B073Z3XKDJ,63,0,0.0
"12bb983c","LUXE WEAVERS Modern Area Rugs with Abstract Patterns 7681 â Medium Pile Area Rug, Passion / 6 x 9",BEST_DEAL,2023-02-13 08:00:00.000 +0000,2023-02-20 07:45:00.000 +0000,B08KSB87QB,705,5,255.0
"365c126f",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-02-06 08:00:00.000 +0000,2023-02-13 07:45:00.000 +0000,B0B1SFJZQW,828,11,1215.5
"365c126f",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-02-06 08:00:00.000 +0000,2023-02-13 07:45:00.000 +0000,B0B1S5XCDM,496,4,160.0
"365c126f",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-02-06 08:00:00.000 +0000,2023-02-13 07:45:00.000 +0000,B09Y69QQJP,1843,53,2544.0
"365c126f",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-02-06 08:00:00.000 +0000,2023-02-13 07:45:00.000 +0000,B0B1SFMRLS,720,4,96.0
"365c126f",Luxe Weavers Marble Collection Area Rug Modern Abstract Swirl Design Non-Shedding Carpet,BEST_DEAL,2023-02-06 08:00:00.000 +0000,2023-02-13 07:45:00.000 +0000,B09VCSHWBD,10824,161,11592.0
